date_created,date_closed,stage,market_segment,Sum of net_revenue,Count of deal_id
6/24/2024,10/25/2024,Closed Lost,Mid Market,36960,1
6/24/2024,11/15/2024,Closed Lost,SMB,2638.98,1
6/24/2024,1/3/2025,Closed Lost,Large Market,17280,1
6/24/2024,12/5/2025,Closed Won,Indirect,0,1
6/25/2024,6/28/2024,Closed Won,Indirect,10537.08,6
6/25/2024,7/19/2024,Closed Lost,SMB,7476.52,2
6/25/2024,8/9/2024,Closed Lost,Mid Market,58130.16,1
6/25/2024,8/16/2024,Closed Lost,Mid Market,5260,1
6/25/2024,8/16/2024,Closed Lost,SMB,5260,1
6/25/2024,8/23/2024,Closed Lost,Mid Market,17040,1
6/25/2024,8/23/2024,Closed Won,SMB,5846.4,1
6/25/2024,9/13/2024,Closed Lost,SMB,2368.8,1
6/25/2024,9/20/2024,Closed Lost,Mid Market,110448,1
6/25/2024,9/20/2024,Closed Lost,SMB,5260,1
6/25/2024,9/27/2024,Closed Lost,Mid Market,8656.128,1
6/25/2024,9/27/2024,Closed Won,Mid Market,41112,1
6/25/2024,10/4/2024,Closed Lost,SMB,7884,1
6/25/2024,11/1/2024,Closed Lost,Mid Market,11229.12,1
6/25/2024,11/15/2024,Closed Lost,SMB,10520,2
6/25/2024,11/29/2024,Closed Won,Mid Market,11965.92,1
6/25/2024,12/6/2024,Closed Lost,SMB,5260,1
6/26/2024,6/28/2024,Closed Won,Indirect,882,1
6/26/2024,7/19/2024,Closed Lost,SMB,10840,2
6/26/2024,8/16/2024,Closed Lost,Mid Market,19008,1
6/26/2024,8/30/2024,Closed Lost,SMB,6570,1
6/26/2024,9/6/2024,Closed Lost,Mid Market,23431.2,1
6/26/2024,9/27/2024,Closed Lost,Mid Market,16296,1
6/26/2024,9/27/2024,Closed Lost,SMB,7594.92,1
6/26/2024,9/27/2024,Closed Won,Mid Market,11063.736,1
6/26/2024,10/4/2024,Closed Lost,Mid Market,31058.592,2
6/26/2024,10/11/2024,Closed Lost,Mid Market,10459.44,1
6/26/2024,11/1/2024,Verbal,SMB,8514,1
6/26/2024,11/8/2024,Closed Lost,Mid Market,11130.24,1
6/26/2024,11/8/2024,Closed Lost,SMB,3325.92,1
6/26/2024,11/29/2024,Closed Lost,SMB,17905.96,3
6/26/2024,Open,Qualified,Large Market,24000,1
6/27/2024,6/28/2024,Closed Won,Indirect,3717,1
6/27/2024,8/2/2024,Closed Lost,Mid Market,28864.8,1
6/27/2024,9/13/2024,Closed Lost,SMB,5840,1
6/27/2024,10/4/2024,Closed Won,Mid Market,25920,1
6/27/2024,10/11/2024,Closed Lost,Mid Market,20991.6,1
6/27/2024,10/11/2024,Closed Won,Mid Market,21348,1
6/27/2024,11/8/2024,Closed Lost,SMB,7884,1
6/27/2024,11/28/2025,Closed Lost,Mid Market,12240,1
6/28/2024,7/5/2024,Closed Won,Indirect,6551.28,1
6/28/2024,7/26/2024,Closed Won,SMB,1300,1
6/28/2024,9/13/2024,Closed Lost,Mid Market,14317.56,1
6/28/2024,9/27/2024,Closed Lost,Indirect,88365,1
6/28/2024,10/11/2024,Closed Won,Mid Market,86001.6,1
6/28/2024,10/18/2024,Closed Won,Mid Market,30842.88,1
7/1/2024,8/9/2024,Closed Lost,SMB,7200.72,1
7/1/2024,8/23/2024,Closed Lost,Indirect,2900,1
7/1/2024,8/30/2024,Closed Lost,Mid Market,40998.24,2
7/1/2024,9/13/2024,Closed Won,Indirect,20890.2,1
7/1/2024,9/20/2024,Closed Lost,Mid Market,11923.2,1
7/1/2024,10/11/2024,Closed Lost,Mid Market,12644.4,1
7/1/2024,11/22/2024,Closed Lost,Mid Market,6283.2,1
7/1/2024,12/13/2024,Closed Lost,Indirect,1665,1
7/2/2024,7/26/2024,Closed Won,Mid Market,5840,1
7/2/2024,8/9/2024,Closed Lost,SMB,10520,2
7/2/2024,9/27/2024,Closed Lost,Mid Market,24165.12,1
7/2/2024,11/1/2024,Closed Lost,Mid Market,4783.8,1
7/2/2024,11/1/2024,Closed Lost,SMB,5260,1
7/2/2024,11/8/2024,Closed Lost,SMB,6070.68,1
7/2/2024,11/15/2024,Closed Lost,SMB,3684.24,1
7/2/2024,4/11/2025,Closed Lost,Mid Market,36960,1
7/3/2024,9/6/2024,Closed Lost,Mid Market,15945.6,1
7/3/2024,9/13/2024,Closed Lost,Mid Market,12990.24,1
7/3/2024,9/13/2024,Closed Won,SMB,8514.72,1
7/3/2024,9/27/2024,Closed Lost,Mid Market,16020,1
7/3/2024,10/25/2024,Closed Lost,SMB,5260,1
7/3/2024,11/15/2024,Closed Lost,SMB,7095.6,1
7/3/2024,11/29/2024,Closed Lost,SMB,5260,1
7/3/2024,12/13/2024,Closed Lost,Indirect,12240,1
7/5/2024,9/20/2024,Closed Lost,Mid Market,19200,1
7/5/2024,11/8/2024,Closed Lost,Mid Market,23328,1
7/8/2024,8/16/2024,Closed Lost,Mid Market,29736,1
7/8/2024,9/27/2024,Closed Lost,Mid Market,13898.16,1
7/8/2024,10/4/2024,Closed Lost,Mid Market,22800,1
7/8/2024,10/11/2024,Closed Lost,Mid Market,15401.28,1
7/8/2024,12/6/2024,Closed Lost,SMB,10560,1
7/8/2024,2/28/2025,Closed Won,Large Market,307020,1
7/8/2024,4/4/2025,Closed Lost,Mid Market,43805.04,1
7/9/2024,9/6/2024,Closed Lost,Indirect,0,1
7/9/2024,9/27/2024,Closed Lost,Indirect,48720,1
7/9/2024,9/27/2024,Closed Lost,Mid Market,7854,1
7/9/2024,10/4/2024,Closed Lost,SMB,24505.6,2
7/9/2024,10/11/2024,Closed Lost,Mid Market,28045.14,1
7/9/2024,11/8/2024,Closed Won,SMB,5486.88,1
7/9/2024,11/15/2024,Closed Lost,SMB,6582.4,2
7/9/2024,11/29/2024,Closed Lost,SMB,7685.496,1
7/9/2024,11/29/2024,Closed Won,Indirect,8440.08,1
7/9/2024,12/6/2024,Closed Lost,SMB,5781.6,1
7/9/2024,3/21/2025,Closed Lost,SMB,9145.44,1
7/10/2024,7/12/2024,Closed Won,Indirect,3414.96,1
7/10/2024,8/16/2024,Closed Won,SMB,2453.4,1
7/10/2024,8/30/2024,Closed Lost,SMB,10520,2
7/10/2024,8/30/2024,Closed Won,SMB,5069.28,1
7/10/2024,9/6/2024,Closed Lost,Mid Market,100676.76,1
7/10/2024,9/6/2024,Closed Won,Indirect,1221,1
7/10/2024,9/13/2024,Closed Won,Mid Market,36222.24,1
7/10/2024,9/20/2024,Closed Lost,Mid Market,16458,1
7/10/2024,10/11/2024,Closed Won,Mid Market,13015.2,1
7/10/2024,11/8/2024,Closed Lost,Mid Market,14661.6,1
7/10/2024,11/22/2024,Closed Lost,Mid Market,38597.52,1
7/10/2024,11/29/2024,Closed Lost,SMB,1339.8,1
7/10/2024,12/13/2024,Closed Won,Indirect,3780,1
7/11/2024,8/2/2024,Closed Won,Large Market,154575,1
7/11/2024,8/16/2024,Closed Won,SMB,5580,1
7/11/2024,8/30/2024,Closed Won,SMB,2019.12,1
7/11/2024,10/4/2024,Closed Lost,Mid Market,6426,1
7/11/2024,10/25/2024,Closed Lost,Mid Market,23354.88,1
7/11/2024,11/15/2024,Closed Lost,SMB,7884,1
7/11/2024,12/6/2024,Closed Lost,SMB,10520,2
7/12/2024,8/9/2024,Closed Lost,SMB,5260,1
7/12/2024,8/30/2024,Closed Won,SMB,5216.4,1
7/12/2024,9/6/2024,Closed Lost,Mid Market,12393,1
7/12/2024,10/4/2024,Closed Won,Indirect,1500,1
7/12/2024,10/4/2024,Closed Won,Mid Market,20016,1
7/12/2024,10/18/2024,Closed Lost,Mid Market,17129.16,1
7/12/2024,10/18/2024,Closed Lost,SMB,5260,1
7/12/2024,11/1/2024,Closed Lost,SMB,5904,2
7/12/2024,11/8/2024,Closed Lost,SMB,5260,1
7/12/2024,11/15/2024,Closed Lost,Indirect,2100,1
7/12/2024,12/6/2024,Closed Lost,SMB,5260,1
7/14/2024,8/16/2024,Closed Won,SMB,1856,1
7/15/2024,8/23/2024,Closed Lost,SMB,4055.52,1
7/15/2024,8/30/2024,Closed Lost,Mid Market,15720,1
7/15/2024,9/27/2024,Closed Lost,Mid Market,10459.44,1
7/15/2024,10/11/2024,Closed Won,Mid Market,13384.44,1
7/15/2024,11/1/2024,Closed Lost,Mid Market,12282,1
7/15/2024,11/22/2024,Closed Lost,SMB,1256,1
7/16/2024,8/9/2024,Closed Lost,Mid Market,16072.32,1
7/16/2024,8/30/2024,Closed Lost,Mid Market,36875.76,2
7/16/2024,9/6/2024,Closed Won,Mid Market,15363.6,1
7/16/2024,9/27/2024,Closed Lost,Mid Market,101844,2
7/16/2024,10/4/2024,Closed Lost,SMB,5260,1
7/16/2024,10/25/2024,Closed Lost,Mid Market,16377.48,1
7/16/2024,11/8/2024,Closed Won,Indirect,1140,1
7/16/2024,11/29/2024,Closed Lost,Mid Market,14443.92,1
7/16/2024,1/3/2025,Closed Lost,Large Market,502941.6,1
7/17/2024,10/4/2024,Closed Lost,Mid Market,57115.32,1
7/17/2024,10/4/2024,Closed Lost,SMB,3912.72,1
7/17/2024,11/1/2024,Closed Lost,Mid Market,14832,1
7/17/2024,11/29/2024,Closed Lost,SMB,12888.16,2
7/17/2024,5/23/2025,Closed Lost,Mid Market,7725.48,1
7/17/2024,8/22/2025,Closed Lost,Mid Market,51480,1
7/18/2024,7/19/2024,Closed Won,Indirect,11448,2
7/18/2024,8/2/2024,Closed Won,SMB,3601.8,1
7/18/2024,8/9/2024,Closed Lost,SMB,5840,1
7/18/2024,8/30/2024,Closed Won,SMB,2932.8,1
7/18/2024,9/13/2024,Closed Lost,Mid Market,16140,1
7/18/2024,9/27/2024,Closed Lost,Mid Market,41173.44,1
7/18/2024,10/4/2024,Closed Lost,Large Market,142500,1
7/18/2024,11/8/2024,Closed Lost,SMB,1600,1
7/18/2024,11/15/2024,Closed Lost,Mid Market,64416,1
7/18/2024,11/15/2024,Closed Lost,SMB,12197.92,2
7/18/2024,3/21/2025,Closed Lost,Indirect,1731000,1
7/19/2024,8/16/2024,Closed Won,SMB,5580,1
7/19/2024,8/30/2024,Closed Lost,SMB,5571.36,1
7/19/2024,9/20/2024,Closed Won,Mid Market,12768.36,1
7/19/2024,10/4/2024,Closed Won,SMB,1920,1
7/19/2024,10/11/2024,Closed Won,Indirect,4886.4,1
7/19/2024,11/1/2024,Closed Won,Indirect,7944,1
7/21/2024,10/4/2024,Closed Won,Indirect,29980.8,1
7/21/2024,12/13/2024,Closed Lost,Indirect,39349.2,4
7/22/2024,9/20/2024,Closed Won,Mid Market,29070.72,1
7/22/2024,10/4/2024,Closed Lost,Mid Market,19322.4,1
7/22/2024,11/29/2024,Closed Lost,Mid Market,16761.6,1
7/22/2024,12/13/2024,Closed Lost,Indirect,0,1
7/22/2024,2/28/2025,Closed Lost,SMB,5209.2,1
7/22/2024,4/25/2025,Closed Won,Mid Market,11358.72,1
7/23/2024,8/2/2024,Closed Won,SMB,6900,1
7/23/2024,8/9/2024,Closed Won,SMB,5580,1
7/23/2024,9/6/2024,Closed Lost,SMB,5260,1
7/23/2024,9/20/2024,Closed Lost,Indirect,23642,1
7/23/2024,9/27/2024,Closed Lost,SMB,1476,1
7/23/2024,10/4/2024,Closed Lost,SMB,5260,1
7/23/2024,10/11/2024,Closed Lost,Mid Market,10122,1
7/23/2024,10/25/2024,Closed Lost,SMB,5260,1
7/23/2024,10/25/2024,Closed Won,SMB,5927.04,1
7/23/2024,11/8/2024,Closed Lost,SMB,8961.48,1
7/23/2024,11/29/2024,Closed Lost,SMB,5260,1
7/23/2024,12/6/2024,Closed Lost,SMB,5260,1
7/23/2024,12/13/2024,Closed Lost,Indirect,0,1
7/23/2024,4/11/2025,Closed Lost,Mid Market,72240,1
7/24/2024,7/26/2024,Closed Won,Indirect,806.4,1
7/24/2024,8/2/2024,Closed Won,Mid Market,24890.88,1
7/24/2024,8/30/2024,Closed Won,Indirect,13080,1
7/24/2024,9/6/2024,Closed Lost,Indirect,5868,1
7/24/2024,9/13/2024,Closed Lost,SMB,12550,2
7/24/2024,9/27/2024,Closed Lost,SMB,5260,1
7/24/2024,10/4/2024,Closed Lost,Mid Market,53381.04,2
7/24/2024,11/8/2024,Closed Lost,Mid Market,6000,1
7/24/2024,12/13/2024,Closed Lost,Indirect,37500,2
7/24/2024,2/7/2025,Closed Lost,SMB,5260,1
7/24/2024,Open,Solutioning,Large Market,225288,1
7/25/2024,7/26/2024,Closed Won,Indirect,9724.8,2
7/25/2024,8/2/2024,Closed Lost,Mid Market,9083.772,1
7/25/2024,9/6/2024,Closed Lost,Mid Market,90864,2
7/25/2024,9/20/2024,Closed Won,Mid Market,17686.08,1
7/26/2024,8/30/2024,Closed Won,Large Market,0,1
7/26/2024,9/6/2024,Closed Lost,Mid Market,20448,1
7/26/2024,9/27/2024,Closed Lost,Mid Market,38080.452,2
7/26/2024,9/27/2024,Closed Won,Mid Market,42165.624,2
7/26/2024,10/4/2024,Closed Lost,SMB,5260,1
7/26/2024,10/18/2024,Closed Won,Mid Market,21577.92,1
7/26/2024,11/1/2024,Closed Lost,SMB,5260,1
7/26/2024,12/6/2024,Closed Lost,SMB,10305.6,2
7/26/2024,3/21/2025,Closed Lost,Indirect,146952,1
7/26/2024,10/31/2025,Closed Lost,Indirect,504000,1
7/29/2024,8/2/2024,Closed Lost,Indirect,0,1
7/29/2024,8/2/2024,Closed Won,Indirect,630,1
7/29/2024,8/23/2024,Closed Won,Indirect,2900,1
7/29/2024,8/30/2024,Closed Lost,Mid Market,26280,1
7/29/2024,9/13/2024,Closed Lost,SMB,5260,1
7/29/2024,9/13/2024,Closed Won,Mid Market,8376,1
7/29/2024,9/20/2024,Closed Lost,Mid Market,13392.72,1
7/29/2024,10/18/2024,Closed Lost,Mid Market,72540,1
7/29/2024,11/1/2024,Closed Lost,Mid Market,56088,1
7/29/2024,11/15/2024,Closed Lost,Mid Market,10800,1
7/29/2024,12/6/2024,Closed Won,Indirect,2400,1
7/29/2024,2/28/2025,Closed Lost,SMB,5260,1
7/30/2024,8/2/2024,Closed Won,Indirect,11400.48,1
7/30/2024,9/20/2024,Closed Lost,Mid Market,50615.64,1
7/30/2024,10/4/2024,Closed Lost,Indirect,27720,1
7/30/2024,10/4/2024,Closed Lost,SMB,14431.72,2
7/30/2024,10/25/2024,Closed Lost,Mid Market,14102.4,1
7/30/2024,11/15/2024,Closed Lost,SMB,5260,1
7/30/2024,11/22/2024,Closed Won,Mid Market,11256,1
7/31/2024,8/2/2024,Closed Won,SMB,6228.36,1
7/31/2024,8/30/2024,Closed Lost,Mid Market,11297.286,1
7/31/2024,9/20/2024,Closed Lost,SMB,1476,1
7/31/2024,9/27/2024,Closed Lost,Mid Market,35569.632,2
7/31/2024,10/4/2024,Closed Lost,SMB,5260,1
7/31/2024,10/4/2024,Closed Won,Mid Market,7344,1
7/31/2024,11/8/2024,Closed Lost,Mid Market,156799.2,2
7/31/2024,11/15/2024,Closed Lost,SMB,5260,1
8/1/2024,8/2/2024,Closed Won,Indirect,0,1
8/1/2024,9/20/2024,Closed Lost,SMB,6424,1
8/1/2024,10/11/2024,Closed Won,SMB,8390.4,1
8/1/2024,10/18/2024,Closed Lost,SMB,5518.8,1
8/1/2024,11/8/2024,Closed Won,SMB,7095.6,1
8/1/2024,11/15/2024,Closed Won,SMB,5260,1
8/1/2024,11/29/2024,Closed Lost,SMB,5209.2,1
8/2/2024,10/4/2024,Closed Lost,SMB,5840,1
8/2/2024,10/11/2024,Closed Lost,Mid Market,11886.12,1
8/2/2024,10/25/2024,Closed Lost,Mid Market,9892.8,1
8/2/2024,11/15/2024,Closed Lost,SMB,1636.2,1
8/2/2024,12/13/2024,Closed Won,Indirect,5640,1
8/3/2024,9/27/2024,Closed Lost,SMB,5260,1
8/3/2024,11/22/2024,Closed Lost,SMB,5260,1
8/5/2024,8/9/2024,Closed Lost,SMB,8893.8,1
8/5/2024,10/4/2024,Closed Won,SMB,3027.36,1
8/5/2024,10/11/2024,Closed Lost,Mid Market,12735.36,1
8/5/2024,10/18/2024,Closed Lost,Mid Market,14033.88,1
8/5/2024,10/18/2024,Closed Won,SMB,5580.8,1
8/5/2024,10/25/2024,Closed Won,Mid Market,27832.08,1
8/5/2024,11/15/2024,Closed Lost,SMB,7519.9,2
8/5/2024,1/10/2025,Closed Won,SMB,12324.96,1
8/5/2024,1/31/2025,Closed Lost,Mid Market,17236.8,1
8/6/2024,8/9/2024,Closed Lost,SMB,5840,1
8/6/2024,8/9/2024,Closed Won,Indirect,107.52,1
8/6/2024,9/6/2024,Closed Lost,Mid Market,61792.8,1
8/6/2024,9/20/2024,Closed Won,Mid Market,22848,1
8/6/2024,9/27/2024,Closed Won,Mid Market,25827.84,1
8/6/2024,10/4/2024,Closed Lost,SMB,5260,1
8/6/2024,10/11/2024,Closed Lost,Mid Market,51867.942,3
8/6/2024,10/18/2024,Closed Won,SMB,5045.04,1
8/6/2024,10/25/2024,Closed Lost,Mid Market,7366.032,1
8/6/2024,11/1/2024,Closed Lost,Mid Market,13061.16,1
8/6/2024,11/15/2024,Closed Lost,SMB,19307.72,3
8/6/2024,11/22/2024,Closed Lost,Mid Market,24134.4,2
8/6/2024,12/20/2024,Closed Lost,Mid Market,19195.68,1
8/7/2024,8/9/2024,Verbal,Mid Market,21347.76,1
8/7/2024,9/27/2024,Closed Lost,Mid Market,18311.04,1
8/7/2024,9/27/2024,Closed Lost,SMB,5260,1
8/7/2024,10/4/2024,Closed Lost,Mid Market,66478.08,1
8/7/2024,10/4/2024,Closed Lost,SMB,5256,1
8/7/2024,10/11/2024,Closed Lost,SMB,9198,1
8/7/2024,10/18/2024,Closed Won,Mid Market,15830.4,1
8/7/2024,10/25/2024,Closed Lost,SMB,5580,1
8/7/2024,11/8/2024,Closed Lost,Mid Market,6510,1
8/7/2024,11/8/2024,Closed Lost,SMB,3148.8,1
8/7/2024,11/15/2024,Closed Lost,SMB,9468,2
8/7/2024,11/29/2024,Closed Lost,SMB,5130,1
8/7/2024,1/31/2025,Closed Lost,Mid Market,13546.8,1
8/7/2024,2/28/2025,Closed Lost,SMB,8605.6,2
8/8/2024,9/6/2024,Closed Lost,Mid Market,13672.8,1
8/8/2024,9/13/2024,Closed Lost,Mid Market,71136,1
8/8/2024,9/27/2024,Closed Won,Large Market,107331.84,1
8/8/2024,10/4/2024,Closed Lost,Large Market,264600,1
8/8/2024,10/4/2024,Closed Lost,SMB,14458,2
8/8/2024,10/11/2024,Closed Lost,SMB,5260,1
8/8/2024,11/15/2024,Closed Lost,SMB,5260,1
8/8/2024,3/21/2025,Closed Lost,Indirect,20250,1
8/9/2024,8/16/2024,Closed Won,Indirect,11400,1
8/9/2024,9/20/2024,Closed Lost,Indirect,180600,1
8/9/2024,10/4/2024,Closed Won,SMB,18079.2,2
8/9/2024,10/11/2024,Closed Lost,Mid Market,17781.12,1
8/9/2024,10/11/2024,Closed Won,Mid Market,6732.936,1
8/9/2024,11/1/2024,Closed Lost,SMB,5840,1
8/9/2024,11/8/2024,Closed Lost,SMB,13791.2,2
8/9/2024,12/13/2024,Closed Lost,Indirect,90276,3
8/9/2024,12/13/2024,Closed Won,Indirect,1807.8,1
8/9/2024,2/7/2025,Closed Lost,SMB,5260,1
8/9/2024,2/28/2025,Closed Lost,SMB,5209.2,1
8/12/2024,9/27/2024,Closed Lost,SMB,5260,1
8/12/2024,9/27/2024,Closed Won,Indirect,336,1
8/12/2024,10/4/2024,Closed Lost,SMB,5832,1
8/12/2024,10/4/2024,Closed Won,Mid Market,67262.4,2
8/12/2024,10/25/2024,Closed Lost,SMB,3891.6,1
8/12/2024,11/1/2024,Closed Lost,SMB,6880,1
8/12/2024,11/15/2024,Closed Lost,Indirect,3000,1
8/12/2024,11/15/2024,Closed Lost,SMB,4284,1
8/12/2024,12/6/2024,Closed Lost,SMB,5788,1
8/12/2024,12/13/2024,Closed Lost,Indirect,0,1
8/12/2024,8/8/2025,Closed Lost,Mid Market,130356,1
8/13/2024,8/16/2024,Closed Won,Indirect,836.64,1
8/13/2024,8/16/2024,Closed Won,SMB,5788,1
8/13/2024,9/13/2024,Closed Lost,Mid Market,7670.4,1
8/13/2024,10/4/2024,Closed Lost,SMB,5260,1
8/13/2024,10/4/2024,Closed Won,Mid Market,31673.76,1
8/13/2024,10/18/2024,Closed Lost,Mid Market,51955.92,3
8/13/2024,10/18/2024,Closed Won,Mid Market,12976.56,1
8/13/2024,11/1/2024,Closed Lost,Mid Market,6761.04,1
8/13/2024,11/8/2024,Closed Lost,Mid Market,11934,1
8/13/2024,11/8/2024,Closed Lost,SMB,5260,1
8/13/2024,11/15/2024,Closed Lost,Mid Market,21724.56,1
8/13/2024,12/6/2024,Closed Lost,SMB,1782,1
8/13/2024,4/11/2025,Closed Lost,Mid Market,19710,1
8/13/2024,5/2/2025,Closed Lost,SMB,5781.6,1
8/13/2024,6/6/2025,Closed Lost,Mid Market,22697.28,1
8/14/2024,8/23/2024,Closed Won,Mid Market,22476.96,1
8/14/2024,9/6/2024,Closed Lost,Indirect,31300,1
8/14/2024,9/13/2024,Closed Lost,Mid Market,12780,1
8/14/2024,9/27/2024,Closed Lost,Indirect,46200,1
8/14/2024,9/27/2024,Closed Lost,SMB,1960.2,1
8/14/2024,9/27/2024,Closed Won,Mid Market,29484,1
8/14/2024,10/11/2024,Closed Lost,Mid Market,34978.08,1
8/14/2024,10/25/2024,Closed Won,Mid Market,12116.4,1
8/14/2024,11/1/2024,Closed Lost,Mid Market,12118.68,1
8/14/2024,11/1/2024,Closed Lost,SMB,6149.52,1
8/14/2024,11/15/2024,Closed Lost,SMB,19817.96,3
8/14/2024,3/28/2025,Closed Won,Mid Market,7131.24,1
8/14/2024,4/11/2025,Closed Lost,Mid Market,12672,1
8/15/2024,8/16/2024,Closed Won,Indirect,11838.96,2
8/15/2024,8/23/2024,Closed Lost,Mid Market,13464,1
8/15/2024,9/6/2024,Closed Lost,Mid Market,20448,1
8/15/2024,9/27/2024,Closed Won,Mid Market,15624,1
8/15/2024,10/11/2024,Closed Won,Large Market,100800,1
8/15/2024,10/18/2024,Closed Won,SMB,4569.6,1
8/15/2024,10/25/2024,Closed Won,SMB,5580,1
8/15/2024,11/1/2024,Closed Lost,Mid Market,18624,1
8/15/2024,11/8/2024,Closed Lost,Mid Market,12672,1
8/15/2024,11/15/2024,Closed Lost,SMB,5260,1
8/15/2024,10/17/2025,Verbal,Mid Market,37248.156,1
8/16/2024,8/23/2024,Closed Won,Indirect,844.2,1
8/16/2024,9/20/2024,Closed Won,SMB,6832.8,1
8/16/2024,9/27/2024,Closed Lost,Mid Market,32455.44,2
8/16/2024,10/4/2024,Closed Lost,Mid Market,12166.08,1
8/16/2024,10/11/2024,Closed Won,Mid Market,21834.12,1
8/16/2024,11/1/2024,Closed Lost,SMB,9040.32,1
8/16/2024,11/8/2024,Closed Lost,SMB,5260,1
8/16/2024,11/8/2024,Closed Won,Mid Market,9716.52,1
8/16/2024,11/8/2024,Closed Won,SMB,6832.8,1
8/16/2024,11/29/2024,Closed Lost,Mid Market,6332.16,1
8/16/2024,12/13/2024,Closed Lost,Indirect,33120,2
8/16/2024,Open,Qualified,Indirect,2376,1
8/16/2024,Open,Solutioning,Indirect,7440,1
8/19/2024,9/20/2024,Closed Lost,Mid Market,14999.04,1
8/19/2024,9/27/2024,Closed Lost,Mid Market,16051.2,1
8/19/2024,10/4/2024,Closed Won,SMB,4734,1
8/19/2024,10/18/2024,Closed Lost,Mid Market,14879.36,1
8/19/2024,10/25/2024,Closed Lost,Mid Market,35784,1
8/19/2024,10/25/2024,Closed Lost,SMB,5260,1
8/19/2024,11/1/2024,Closed Lost,SMB,7238.4,1
8/19/2024,11/8/2024,Closed Lost,Mid Market,43822.56,2
8/19/2024,11/8/2024,Closed Lost,SMB,10962.76,2
8/19/2024,11/15/2024,Closed Lost,SMB,5580,1
8/19/2024,11/29/2024,Closed Lost,SMB,1256,1
8/19/2024,12/6/2024,Closed Lost,SMB,5260,1
8/20/2024,8/23/2024,Closed Won,Indirect,1236.24,2
8/20/2024,9/20/2024,Closed Lost,SMB,5260,1
8/20/2024,10/4/2024,Closed Won,SMB,8164.8,1
8/20/2024,10/11/2024,Closed Lost,Mid Market,22644,1
8/20/2024,10/11/2024,Closed Won,Mid Market,18090,1
8/20/2024,10/25/2024,Closed Lost,Mid Market,6854.4,1
8/20/2024,11/15/2024,Closed Lost,Mid Market,28899,1
8/20/2024,11/15/2024,Closed Lost,SMB,5623.92,1
8/20/2024,11/29/2024,Closed Lost,SMB,5260,1
8/20/2024,12/6/2024,Closed Lost,SMB,5260,1
8/20/2024,12/20/2024,Closed Lost,Mid Market,9771.84,1
8/20/2024,3/21/2025,Closed Lost,Mid Market,51176.88,1
8/21/2024,8/23/2024,Closed Won,Indirect,24526.32,2
8/21/2024,9/20/2024,Closed Lost,Mid Market,48019.2,2
8/21/2024,10/11/2024,Closed Lost,Mid Market,40656,1
8/21/2024,10/11/2024,Closed Won,SMB,18097.56,2
8/21/2024,10/25/2024,Closed Lost,Mid Market,6900,1
8/21/2024,10/25/2024,Closed Lost,SMB,10520,2
8/21/2024,11/1/2024,Closed Lost,SMB,4280.64,1
8/21/2024,11/8/2024,Closed Lost,SMB,5260,1
8/21/2024,11/15/2024,Closed Lost,SMB,20587.84,4
8/21/2024,11/15/2024,Closed Won,SMB,5580,1
8/21/2024,12/6/2024,Closed Lost,SMB,5260,1
8/21/2024,10/3/2025,Closed Lost,Mid Market,11680.2,1
8/21/2024,Open,Solutioning,Indirect,6480,1
8/22/2024,8/30/2024,Closed Won,Large Market,529457.04,1
8/22/2024,9/13/2024,Closed Won,Mid Market,35746.92,1
8/22/2024,9/20/2024,Closed Lost,Mid Market,10748.52,1
8/22/2024,10/18/2024,Closed Lost,Mid Market,75910.56,2
8/22/2024,10/25/2024,Closed Lost,SMB,3045,1
8/22/2024,11/1/2024,Closed Lost,Mid Market,23942.88,1
8/22/2024,11/22/2024,Closed Won,Mid Market,86509.8,1
8/22/2024,12/6/2024,Closed Lost,SMB,5260,1
8/23/2024,9/13/2024,Closed Won,Mid Market,32512.32,1
8/23/2024,9/27/2024,Closed Lost,Mid Market,36905.04,2
8/23/2024,10/11/2024,Closed Lost,Mid Market,13622.16,1
8/23/2024,11/8/2024,Closed Lost,Mid Market,5858.88,1
8/23/2024,11/22/2024,Closed Lost,Indirect,2900,1
8/23/2024,12/6/2024,Closed Lost,SMB,5260,1
8/23/2024,12/13/2024,Closed Lost,Indirect,2900,1
8/23/2024,1/24/2025,Closed Lost,Mid Market,11713.68,1
8/26/2024,8/30/2024,Closed Lost,SMB,9198,1
8/26/2024,8/30/2024,Closed Won,SMB,5580,1
8/26/2024,9/20/2024,Closed Lost,Mid Market,13502.4,1
8/26/2024,9/27/2024,Closed Lost,SMB,2970.24,1
8/26/2024,10/11/2024,Closed Lost,SMB,18549.3,3
8/26/2024,10/25/2024,Closed Won,Mid Market,12650.4,1
8/26/2024,10/25/2024,Closed Won,SMB,2676.48,1
8/26/2024,11/1/2024,Closed Lost,SMB,9198,1
8/26/2024,11/1/2024,Closed Won,SMB,5580,1
8/26/2024,11/15/2024,Closed Lost,Mid Market,13735.2,1
8/26/2024,11/15/2024,Closed Lost,SMB,19792.84,3
8/26/2024,11/22/2024,Closed Lost,SMB,5623.92,1
8/26/2024,11/29/2024,Closed Lost,SMB,16568,3
8/26/2024,12/6/2024,Closed Lost,SMB,18515.2,5
8/26/2024,12/13/2024,Closed Lost,Indirect,5202,1
8/26/2024,3/14/2025,Closed Lost,Mid Market,12101.76,1
8/26/2024,6/27/2025,Verbal,Large Market,1398960,1
8/27/2024,9/20/2024,Closed Lost,Mid Market,15417.6,1
