date_created,date_closed,stage,market_segment,Sum of net_revenue,Count of deal_id
5/8/2025,5/9/2025,Closed Won,Indirect,90000,1
5/8/2025,5/23/2025,Closed Won,Mid Market,4083.6,1
5/8/2025,6/13/2025,Closed Won,Mid Market,9959.16,1
5/8/2025,7/25/2025,Closed Lost,Mid Market,18360,1
5/8/2025,7/25/2025,Closed Lost,SMB,5260,1
5/8/2025,8/8/2025,Closed Lost,Mid Market,176640,1
5/8/2025,8/22/2025,Closed Lost,Mid Market,37499.76,2
5/8/2025,Open,Qualified,Indirect,4246.8,1
5/9/2025,5/23/2025,Closed Lost,Indirect,8023,2
5/9/2025,6/6/2025,Closed Lost,Indirect,3300,1
5/9/2025,6/6/2025,Closed Lost,Mid Market,36312,1
5/9/2025,6/13/2025,Closed Won,SMB,5651.52,1
5/9/2025,7/11/2025,Closed Lost,Indirect,855,1
5/9/2025,7/18/2025,Closed Won,Mid Market,20075.688,1
5/9/2025,7/25/2025,Verbal,Indirect,39072,2
5/9/2025,8/8/2025,Closed Lost,Indirect,10080,2
5/9/2025,9/19/2025,Verbal,Mid Market,15425.64,1
5/9/2025,10/17/2025,Closed Lost,Mid Market,7560,1
5/9/2025,11/14/2025,Closed Lost,Mid Market,41184,2
5/9/2025,12/12/2025,Closed Lost,Mid Market,4953.6,1
5/9/2025,Open,Alignment,Indirect,28800,1
5/12/2025,5/16/2025,Closed Lost,Indirect,4350,1
5/12/2025,5/16/2025,Closed Won,Indirect,2104.2,2
5/12/2025,5/16/2025,Closed Won,SMB,5788,1
5/12/2025,6/20/2025,Closed Lost,SMB,5260,1
5/12/2025,7/11/2025,Closed Lost,SMB,3499.2,1
5/12/2025,7/25/2025,Closed Lost,Mid Market,19322.4,1
5/12/2025,8/1/2025,Closed Lost,Mid Market,8908.704,1
5/12/2025,8/22/2025,Closed Lost,Mid Market,45696,1
5/12/2025,10/3/2025,Closed Lost,Mid Market,8400,1
5/12/2025,10/10/2025,Closed Lost,Indirect,10560,1
5/12/2025,10/17/2025,Closed Lost,Mid Market,74453.88,1
5/13/2025,5/16/2025,Verbal,Indirect,25150,2
5/13/2025,5/30/2025,Closed Lost,SMB,6880,1
5/13/2025,6/27/2025,Closed Lost,Indirect,2280,1
5/13/2025,8/8/2025,Closed Lost,Mid Market,14150.4,1
5/13/2025,8/22/2025,Closed Lost,Indirect,114000,1
5/13/2025,9/19/2025,Closed Won,Mid Market,57600,1
5/14/2025,6/13/2025,Closed Lost,Mid Market,46008,1
5/14/2025,8/1/2025,Closed Lost,SMB,4636.8,1
5/14/2025,8/22/2025,Closed Lost,Mid Market,29855.34,1
5/14/2025,8/29/2025,Closed Lost,Mid Market,20520,1
5/14/2025,10/3/2025,Closed Lost,Mid Market,12744,1
5/14/2025,10/10/2025,Closed Lost,Indirect,45900,1
5/14/2025,11/7/2025,Closed Lost,Mid Market,38556,1
5/14/2025,11/14/2025,Closed Lost,Large Market,240000,1
5/14/2025,12/5/2025,Closed Lost,SMB,5260,1
5/14/2025,Open,Qualified,Indirect,53701.2,1
5/15/2025,5/23/2025,Solutioning,Indirect,454068,1
5/15/2025,6/6/2025,Closed Won,Mid Market,11512.8,1
5/15/2025,6/20/2025,Closed Lost,Mid Market,25535.64,2
5/15/2025,6/20/2025,Closed Won,Mid Market,23493.12,1
5/15/2025,6/20/2025,Solutioning,Indirect,135864,2
5/15/2025,6/27/2025,Closed Lost,Mid Market,30733.62,2
5/15/2025,7/4/2025,Closed Lost,Mid Market,48600,1
5/15/2025,7/4/2025,Closed Lost,SMB,1425.6,1
5/15/2025,7/11/2025,Closed Lost,Mid Market,28343.52,1
5/15/2025,8/1/2025,Closed Lost,Mid Market,12342,1
5/15/2025,8/1/2025,Closed Lost,SMB,5840,1
5/15/2025,8/8/2025,Closed Lost,Mid Market,50234.4,3
5/15/2025,8/15/2025,Closed Lost,Mid Market,42247.2,2
5/15/2025,8/22/2025,Closed Lost,Indirect,241247.4,1
5/15/2025,8/29/2025,Closed Lost,Mid Market,176023.14,3
5/15/2025,8/29/2025,Solutioning,Indirect,24768,1
5/15/2025,9/5/2025,Closed Lost,Mid Market,104830.8,2
5/15/2025,9/19/2025,Closed Lost,Mid Market,6660,1
5/15/2025,10/10/2025,Closed Lost,Indirect,73791,1
5/15/2025,10/17/2025,Closed Lost,Mid Market,8436,1
5/15/2025,Open,Qualified,Indirect,277032,4
5/15/2025,Open,Solutioning,Indirect,311400,1
5/16/2025,6/20/2025,Closed Lost,Indirect,24878.4,2
5/16/2025,7/4/2025,Closed Lost,SMB,10520,2
5/16/2025,7/18/2025,Closed Lost,Mid Market,6512.904,1
5/16/2025,7/18/2025,Closed Lost,SMB,17200,3
5/16/2025,8/1/2025,Closed Lost,SMB,5260,1
5/16/2025,10/10/2025,Closed Lost,Large Market,378000,1
5/16/2025,10/31/2025,Closed Lost,Mid Market,13104,1
5/16/2025,12/5/2025,Closed Lost,SMB,4861.8,2
5/19/2025,5/23/2025,Closed Won,Mid Market,5781.6,1
5/19/2025,6/6/2025,Closed Won,SMB,3166.8,1
5/19/2025,7/11/2025,Closed Lost,SMB,4740,1
5/19/2025,7/18/2025,Closed Lost,SMB,5260,1
5/19/2025,7/25/2025,Closed Lost,Mid Market,81000,1
5/19/2025,7/25/2025,Closed Lost,SMB,4740,1
5/19/2025,9/12/2025,Verbal,Large Market,139157.76,1
5/19/2025,10/10/2025,Closed Lost,Mid Market,13459.32,1
5/19/2025,11/7/2025,Closed Lost,Mid Market,60139.2,2
5/20/2025,5/23/2025,Closed Won,Indirect,4372,3
5/20/2025,6/6/2025,Closed Won,Mid Market,2056,1
5/20/2025,7/4/2025,Closed Lost,Mid Market,80640,1
5/20/2025,7/18/2025,Closed Lost,Mid Market,22028.04,2
5/20/2025,7/25/2025,Closed Lost,SMB,5260,1
5/20/2025,8/1/2025,Closed Lost,SMB,5260,1
5/20/2025,8/8/2025,Closed Lost,Mid Market,9532.614,1
5/20/2025,8/22/2025,Closed Lost,Indirect,6375,1
5/20/2025,8/22/2025,Closed Lost,Mid Market,20981.4,1
5/20/2025,8/29/2025,Closed Won,Mid Market,29259.72,1
5/20/2025,10/3/2025,Closed Lost,Mid Market,29291.52,2
5/20/2025,10/10/2025,Closed Lost,Indirect,44717.4,1
5/20/2025,12/5/2025,Closed Lost,SMB,15780,3
5/20/2025,Open,Alignment,Mid Market,13968,1
5/21/2025,5/23/2025,Closed Won,Indirect,1675.8,1
5/21/2025,5/23/2025,Closed Won,Mid Market,16965,1
5/21/2025,7/4/2025,Closed Won,Mid Market,14112,1
5/21/2025,10/24/2025,Closed Lost,Large Market,193200,1
5/21/2025,12/12/2025,Closed Lost,Mid Market,30265.95,1
5/22/2025,5/23/2025,Solutioning,Indirect,112680,2
5/22/2025,5/23/2025,Verbal,Indirect,307836,1
5/22/2025,7/25/2025,Closed Lost,Mid Market,7939.512,1
5/22/2025,7/25/2025,Closed Won,Mid Market,11220,1
5/22/2025,8/1/2025,Closed Lost,Mid Market,76510.08,2
5/22/2025,8/8/2025,Closed Won,Mid Market,18414,1
5/22/2025,8/15/2025,Closed Lost,Mid Market,8862.264,1
5/22/2025,8/22/2025,Closed Lost,Mid Market,40779.84,1
5/22/2025,10/17/2025,Closed Lost,Mid Market,130846.56,1
5/22/2025,10/24/2025,Closed Lost,Mid Market,44924.4,1
5/22/2025,Open,Alignment,Mid Market,20064,1
5/22/2025,Open,Qualified,Indirect,11400,2
5/23/2025,5/30/2025,Closed Won,Mid Market,2083.56,1
5/23/2025,5/30/2025,Verbal,Indirect,46350,1
5/23/2025,8/22/2025,Closed Lost,Indirect,94075,1
5/23/2025,9/5/2025,Closed Lost,Mid Market,39516,1
5/23/2025,9/12/2025,Verbal,Indirect,48000,1
5/27/2025,6/13/2025,Closed Won,Mid Market,8200.2,1
5/27/2025,6/27/2025,Closed Lost,Indirect,4500,1
5/27/2025,8/1/2025,Verbal,Mid Market,50175.84,1
5/27/2025,8/8/2025,Closed Lost,Indirect,8400,2
5/27/2025,8/15/2025,Closed Lost,Indirect,24000,1
5/27/2025,9/5/2025,Closed Lost,Mid Market,57072,1
5/27/2025,Open,Alignment,Mid Market,25867.44,1
5/27/2025,Open,Qualified,Indirect,138384,3
5/28/2025,6/20/2025,Solutioning,Indirect,153252,2
5/28/2025,8/1/2025,Closed Lost,Mid Market,5256,1
5/28/2025,8/29/2025,Solutioning,Indirect,50544,2
5/28/2025,9/19/2025,Closed Lost,Mid Market,88018.2,1
5/28/2025,10/10/2025,Closed Lost,Indirect,150000,1
5/28/2025,10/10/2025,Closed Won,Mid Market,7377.6,1
5/28/2025,10/24/2025,Closed Lost,Mid Market,9173.844,1
5/28/2025,10/31/2025,Closed Lost,Mid Market,10512,1
5/28/2025,11/14/2025,Closed Lost,Mid Market,20623.68,2
5/28/2025,Open,Qualified,Indirect,1806948,11
5/28/2025,Open,Solutioning,Indirect,194220,3
5/29/2025,5/30/2025,Closed Won,SMB,1220,1
5/29/2025,7/18/2025,Closed Lost,SMB,5260,1
5/29/2025,7/18/2025,Closed Won,Mid Market,10432.8,1
5/29/2025,7/25/2025,Closed Lost,Mid Market,55407.84,1
5/29/2025,8/22/2025,Closed Lost,SMB,2841.6,1
5/29/2025,8/22/2025,Closed Won,Mid Market,11512.8,1
5/29/2025,8/29/2025,Closed Lost,Mid Market,12925.44,1
5/29/2025,8/29/2025,Closed Won,Mid Market,11130.24,1
5/29/2025,9/5/2025,Closed Won,Mid Market,29962.8,1
5/29/2025,9/12/2025,Closed Lost,Mid Market,67555.44,2
5/29/2025,10/3/2025,Closed Lost,Mid Market,189333.72,5
5/29/2025,10/17/2025,Closed Lost,Mid Market,31121.64,2
5/29/2025,10/24/2025,Closed Lost,Mid Market,1831.2,1
5/29/2025,10/31/2025,Closed Lost,Mid Market,18744,1
5/29/2025,12/5/2025,Closed Lost,SMB,10000,2
5/30/2025,6/6/2025,Closed Won,Indirect,489.6,1
5/30/2025,8/15/2025,Closed Lost,Mid Market,15481.2,1
5/30/2025,8/29/2025,Closed Lost,Mid Market,18086.64,1
5/30/2025,10/10/2025,Closed Won,Mid Market,7497.36,1
5/30/2025,11/14/2025,Verbal,Mid Market,13432.32,1
6/2/2025,6/6/2025,Closed Lost,Mid Market,17271.84,1
6/2/2025,6/6/2025,Closed Won,Mid Market,9826.92,1
6/2/2025,8/29/2025,Closed Lost,Mid Market,16394.4,1
6/2/2025,10/3/2025,Closed Lost,Indirect,56052,1
6/2/2025,10/10/2025,Closed Lost,Mid Market,8386.8,1
6/2/2025,10/17/2025,Closed Lost,Mid Market,5260,1
6/2/2025,10/24/2025,Closed Lost,Mid Market,15708,1
6/3/2025,7/11/2025,Closed Lost,Mid Market,14680.56,1
6/3/2025,7/11/2025,Qualified,Mid Market,39916.8,1
6/3/2025,7/25/2025,Closed Lost,Mid Market,37065.6,1
6/3/2025,7/25/2025,Closed Lost,SMB,5260,1
6/3/2025,8/8/2025,Closed Lost,Mid Market,8660.52,1
6/3/2025,8/8/2025,Closed Won,Mid Market,11028.24,1
6/3/2025,8/29/2025,Closed Lost,Mid Market,21663.84,1
6/3/2025,9/5/2025,Closed Lost,Mid Market,11826,1
6/3/2025,9/12/2025,Closed Won,SMB,1630.56,1
6/3/2025,9/12/2025,Verbal,Large Market,245571.6,1
6/3/2025,9/19/2025,Closed Lost,Mid Market,17496,1
6/3/2025,9/26/2025,Closed Lost,Mid Market,15708,1
6/3/2025,11/7/2025,Closed Lost,Mid Market,15480,2
6/3/2025,12/5/2025,Closed Lost,SMB,1220,1
6/3/2025,12/12/2025,Closed Lost,Indirect,82393.08,1
6/3/2025,Open,Solutioning,Indirect,253800,1
6/4/2025,10/3/2025,Closed Lost,Mid Market,9370.08,1
6/4/2025,10/10/2025,Closed Lost,Mid Market,42960,1
6/4/2025,10/31/2025,Closed Lost,Mid Market,15840,1
6/5/2025,7/4/2025,Closed Won,Mid Market,23230.8,1
6/5/2025,7/11/2025,Closed Lost,Indirect,2790,1
6/5/2025,8/22/2025,Alignment,Indirect,21600,1
6/5/2025,8/22/2025,Closed Lost,Indirect,18748.8,1
6/5/2025,9/5/2025,Closed Lost,Mid Market,17276.16,1
6/5/2025,9/5/2025,Closed Won,Indirect,39600,1
6/5/2025,9/12/2025,Closed Lost,Mid Market,28285.2,1
6/5/2025,9/19/2025,Closed Won,Mid Market,11052,1
6/5/2025,9/26/2025,Closed Lost,Mid Market,28232.16,1
6/5/2025,10/3/2025,Closed Lost,Mid Market,7859.814,1
6/5/2025,10/10/2025,Closed Won,Mid Market,25272,1
6/5/2025,10/17/2025,Closed Lost,Mid Market,7095.6,1
6/5/2025,10/17/2025,Verbal,Indirect,1650,1
6/5/2025,12/12/2025,Verbal,Indirect,54000,1
6/6/2025,8/22/2025,Closed Lost,Indirect,16905.6,1
6/6/2025,10/17/2025,Closed Lost,Mid Market,35520,1
6/9/2025,6/13/2025,Closed Won,Indirect,5770.8,1
6/9/2025,6/27/2025,Closed Lost,Indirect,1584,1
6/9/2025,7/18/2025,Closed Won,Mid Market,24786,1
6/9/2025,7/25/2025,Closed Lost,Indirect,9600,1
6/9/2025,8/1/2025,Closed Lost,Mid Market,59928.96,1
6/9/2025,8/8/2025,Closed Lost,Indirect,31085,3
6/9/2025,8/8/2025,Verbal,Large Market,452263.68,1
6/9/2025,8/22/2025,Closed Lost,SMB,5260,1
6/9/2025,8/29/2025,Closed Lost,SMB,1220,1
6/9/2025,10/3/2025,Closed Lost,Mid Market,84876,2
6/9/2025,10/31/2025,Closed Lost,Mid Market,10560,1
6/9/2025,12/5/2025,Closed Lost,SMB,5260,1
6/9/2025,Open,Qualified,Mid Market,132849.6,1
6/10/2025,6/13/2025,Verbal,Other,0,1
6/10/2025,7/11/2025,Closed Lost,Indirect,89200,1
6/10/2025,7/18/2025,Verbal,Indirect,1776,1
6/10/2025,9/12/2025,Closed Lost,Mid Market,49347.6,1
6/10/2025,9/12/2025,Verbal,Large Market,460736.64,1
6/10/2025,10/3/2025,Closed Lost,Mid Market,15535.08,2
6/10/2025,10/10/2025,Closed Lost,Indirect,60464.4,2
6/10/2025,11/7/2025,Closed Lost,Mid Market,10512,1
6/10/2025,11/14/2025,Closed Lost,Indirect,15200,1
6/10/2025,Open,Qualified,Indirect,102600,1
6/10/2025,Open,Qualified,Mid Market,75717,1
6/11/2025,6/13/2025,Closed Won,Indirect,730.8,1
6/11/2025,8/22/2025,Closed Lost,Indirect,25000,1
6/12/2025,6/13/2025,Closed Won,Indirect,0,1
6/12/2025,6/13/2025,Closed Won,Mid Market,5840,1
6/12/2025,6/13/2025,Closed Won,SMB,5580,1
6/12/2025,8/1/2025,Closed Lost,Mid Market,35589.94,1
6/12/2025,8/8/2025,Closed Lost,Indirect,10200,1
6/12/2025,8/8/2025,Closed Lost,Mid Market,22620,1
6/12/2025,8/8/2025,Closed Lost,SMB,5580,1
6/12/2025,8/15/2025,Closed Lost,Mid Market,118615.92,1
6/12/2025,8/22/2025,Closed Lost,Indirect,14400,1
6/12/2025,8/22/2025,Closed Lost,Mid Market,25650.36,3
6/12/2025,9/19/2025,Closed Lost,Mid Market,23753.76,1
6/12/2025,10/24/2025,Closed Lost,Mid Market,98208,1
6/12/2025,11/14/2025,Closed Lost,Mid Market,18799.56,1
6/12/2025,12/5/2025,Closed Lost,SMB,26300,5
6/13/2025,6/20/2025,Closed Won,Indirect,3072,1
6/13/2025,8/8/2025,Closed Lost,Indirect,4500,1
6/13/2025,8/29/2025,Closed Lost,Mid Market,4641,1
6/13/2025,9/19/2025,Closed Lost,Mid Market,12756.48,1
6/13/2025,9/19/2025,Closed Won,Mid Market,8720.64,1
6/13/2025,9/26/2025,Verbal,Indirect,10800,1
6/16/2025,6/20/2025,Closed Won,Indirect,21311.04,1
6/16/2025,6/20/2025,Closed Won,SMB,5580,1
6/16/2025,7/18/2025,Closed Lost,Indirect,17250,1
6/16/2025,7/25/2025,Closed Lost,Mid Market,25560,1
6/16/2025,8/22/2025,Closed Lost,Indirect,5640,1
6/16/2025,8/22/2025,Closed Won,Mid Market,7144.2,1
6/16/2025,8/29/2025,Closed Lost,Indirect,54891,1
6/16/2025,9/5/2025,Closed Won,Mid Market,11120.64,1
6/16/2025,9/12/2025,Closed Lost,Mid Market,55866.84,1
6/16/2025,9/19/2025,Closed Lost,Mid Market,7056,1
6/16/2025,10/10/2025,Closed Lost,Mid Market,107413.32,3
6/16/2025,10/24/2025,Closed Lost,Mid Market,5784.12,1
6/16/2025,12/5/2025,Closed Lost,SMB,5580,1
6/17/2025,6/20/2025,Closed Won,Indirect,2986.2,1
6/17/2025,8/8/2025,Closed Won,Mid Market,8514,1
6/17/2025,8/15/2025,Closed Won,Mid Market,66343.32,1
6/17/2025,8/22/2025,Closed Lost,Indirect,9963,2
6/17/2025,9/12/2025,Closed Lost,Mid Market,31008.96,1
6/17/2025,9/12/2025,Closed Won,Mid Market,8366.4,1
6/17/2025,9/19/2025,Closed Lost,Mid Market,11109.12,1
6/17/2025,9/26/2025,Closed Lost,Mid Market,29049.6,1
6/17/2025,10/24/2025,Closed Lost,Mid Market,6415.2,1
6/17/2025,10/31/2025,Closed Lost,Mid Market,10886.4,1
6/17/2025,12/5/2025,Closed Lost,SMB,10520,2
6/17/2025,Open,Alignment,Mid Market,53993.496,1
6/18/2025,8/15/2025,Closed Lost,Mid Market,18881.28,1
6/18/2025,8/29/2025,Closed Lost,Indirect,12800,1
6/18/2025,8/29/2025,Closed Lost,Mid Market,5807.88,1
6/18/2025,9/5/2025,Closed Won,Mid Market,40320,1
6/18/2025,9/12/2025,Closed Won,Mid Market,14249.4,1
6/18/2025,9/19/2025,Closed Lost,Mid Market,15722.352,2
6/18/2025,10/3/2025,Closed Lost,Mid Market,45681.6,1
6/18/2025,10/10/2025,Closed Lost,Indirect,7500,1
6/18/2025,10/10/2025,Closed Lost,Mid Market,14784,1
6/18/2025,11/14/2025,Closed Lost,Mid Market,31243.68,1
6/18/2025,11/14/2025,Closed Lost,SMB,29937.6,1
6/19/2025,7/4/2025,Closed Lost,Mid Market,35231.04,1
6/19/2025,7/18/2025,Closed Won,Mid Market,50283,1
6/19/2025,8/22/2025,Closed Lost,Indirect,499311,9
6/19/2025,8/22/2025,Closed Lost,Mid Market,17811.36,1
6/19/2025,9/5/2025,Closed Lost,Mid Market,21542.4,1
6/19/2025,9/12/2025,Closed Lost,Mid Market,12247.2,1
6/19/2025,9/19/2025,Closed Lost,Mid Market,50812.5,3
6/19/2025,9/26/2025,Closed Lost,Mid Market,19122.24,1
6/19/2025,10/3/2025,Closed Lost,Mid Market,56642.88,2
6/19/2025,10/10/2025,Closed Lost,Indirect,117270,2
6/19/2025,10/10/2025,Closed Lost,Mid Market,30569.4,2
6/19/2025,10/10/2025,Closed Won,SMB,6900,1
6/19/2025,10/24/2025,Closed Lost,Mid Market,15192,1
6/19/2025,10/31/2025,Closed Lost,Mid Market,24624,1
6/19/2025,11/7/2025,Closed Lost,SMB,5580,1
6/19/2025,Open,Qualified,Indirect,57132,1
6/19/2025,Open,Solutioning,Mid Market,17509.2,1
6/20/2025,6/27/2025,Closed Won,SMB,1898.88,1
6/20/2025,8/29/2025,Closed Won,Mid Market,34200,1
6/20/2025,9/12/2025,Closed Lost,Mid Market,17774.4,1
6/20/2025,9/19/2025,Closed Lost,Mid Market,22152,1
6/20/2025,12/5/2025,Closed Lost,SMB,16406,3
6/23/2025,6/27/2025,Closed Won,Indirect,26496.6,1
6/23/2025,8/29/2025,Closed Lost,Mid Market,9156,1
6/23/2025,9/26/2025,Closed Lost,Mid Market,13968,1
6/23/2025,12/5/2025,Closed Lost,SMB,5840,1
6/23/2025,Open,Qualified,Large Market,432000,1
6/24/2025,6/27/2025,Closed Won,Indirect,975,1
6/24/2025,7/11/2025,Closed Lost,Indirect,57512,1
6/24/2025,7/18/2025,Closed Won,Indirect,57078,1
6/24/2025,11/21/2025,Verbal,SMB,7790,1
6/24/2025,12/5/2025,Closed Lost,SMB,5260,1
6/25/2025,8/22/2025,Closed Lost,Mid Market,32400,1
6/25/2025,12/5/2025,Closed Lost,SMB,5260,1
6/26/2025,6/27/2025,Closed Won,Indirect,5500,1
6/26/2025,6/27/2025,Verbal,Indirect,6720,1
6/26/2025,9/5/2025,Closed Lost,Indirect,6240,1
6/26/2025,9/5/2025,Closed Won,Indirect,23727.6,1
6/26/2025,9/5/2025,Closed Won,Mid Market,60792,1
6/26/2025,9/12/2025,Closed Lost,Mid Market,80545.32,1
6/26/2025,9/19/2025,Verbal,Mid Market,55440,1
6/26/2025,10/3/2025,Closed Lost,Mid Market,28512,1
6/26/2025,10/10/2025,Closed Lost,Mid Market,51153.102,1
6/26/2025,10/17/2025,Closed Lost,Mid Market,10906.2,1
6/26/2025,10/24/2025,Closed Lost,Mid Market,7890,1
6/26/2025,10/31/2025,Closed Lost,Mid Market,22671.36,1
6/26/2025,12/5/2025,Closed Lost,SMB,4740,1
6/27/2025,7/4/2025,Closed Lost,Mid Market,0,1
6/27/2025,7/4/2025,Closed Won,Indirect,15028.8,1
6/27/2025,7/11/2025,Closed Lost,Mid Market,18036.48,1
6/27/2025,8/15/2025,Closed Won,Large Market,414120,1
6/27/2025,9/5/2025,Closed Lost,Mid Market,42600,1
6/27/2025,9/19/2025,Closed Won,Mid Market,25615.8,1
6/27/2025,10/3/2025,Closed Lost,Mid Market,19440,1
6/27/2025,10/31/2025,Closed Lost,Mid Market,5860.512,1
6/27/2025,11/14/2025,Closed Lost,Mid Market,75126.6,5
6/27/2025,12/5/2025,Closed Lost,SMB,15260,3
6/30/2025,7/4/2025,Closed Won,Indirect,99000,1
6/30/2025,8/8/2025,Closed Won,Mid Market,44712,1
6/30/2025,8/22/2025,Closed Won,Mid Market,47616,1
6/30/2025,9/26/2025,Closed Lost,Mid Market,37928.16,2
6/30/2025,10/31/2025,Closed Lost,Mid Market,34560,1
6/30/2025,12/5/2025,Closed Lost,SMB,13458,3
7/1/2025,7/11/2025,Closed Won,Large Market,49920,1
7/1/2025,7/25/2025,Closed Won,Mid Market,11931.12,1
7/1/2025,8/15/2025,Closed Won,Large Market,211780.8,1
7/1/2025,10/17/2025,Closed Lost,Mid Market,7962.84,1
7/1/2025,10/31/2025,Closed Lost,Mid Market,14361.6,1
7/1/2025,11/14/2025,Closed Lost,Mid Market,5355,1
7/1/2025,12/5/2025,Closed Lost,SMB,2192,1
7/1/2025,Open,Solutioning,Indirect,0,1
7/2/2025,11/14/2025,Closed Won,SMB,6900,1
7/2/2025,12/5/2025,Closed Lost,SMB,10520,2
7/2/2025,Open,Solutioning,Indirect,0,1
7/3/2025,8/22/2025,Closed Lost,Mid Market,7884,1
7/3/2025,8/29/2025,Verbal,Mid Market,28149.12,1
7/3/2025,9/5/2025,Closed Lost,Mid Market,30420,1
7/3/2025,9/12/2025,Closed Lost,Mid Market,46781.28,1
7/3/2025,9/19/2025,Closed Lost,Mid Market,157839,3
7/3/2025,10/17/2025,Closed Lost,Mid Market,52902.6,1
7/3/2025,12/5/2025,Closed Lost,SMB,6890.56,2
7/7/2025,7/11/2025,Closed Lost,Indirect,0,1
7/7/2025,7/18/2025,Closed Lost,Indirect,25500,2
7/7/2025,8/1/2025,Verbal,Indirect,4120.8,1
7/7/2025,10/17/2025,Closed Lost,Mid Market,12600,1
7/7/2025,11/14/2025,Closed Lost,Mid Market,13754.88,1
7/7/2025,Open,Alignment,Mid Market,10975.44,1
7/8/2025,8/22/2025,Closed Lost,Mid Market,73440,1
7/8/2025,8/29/2025,Closed Lost,Mid Market,19152,1
7/8/2025,9/19/2025,Closed Won,Mid Market,8164.8,1
7/8/2025,10/17/2025,Closed Won,Mid Market,5405.4,1
7/8/2025,10/31/2025,Closed Lost,Mid Market,6750,1
7/8/2025,11/14/2025,Closed Lost,Mid Market,28882.56,2
7/8/2025,Open,Alignment,Mid Market,23856,1
7/9/2025,7/11/2025,Closed Won,Indirect,1323,1
7/9/2025,7/25/2025,Closed Won,Indirect,7680,1
7/9/2025,11/14/2025,Closed Lost,Mid Market,17375.424,1
7/9/2025,11/28/2025,Closed Lost,Large Market,498484.8,1
7/10/2025,8/1/2025,Closed Won,Mid Market,25306.302,1
7/10/2025,8/29/2025,Closed Lost,Mid Market,77575.44,2
7/10/2025,9/12/2025,Closed Won,Mid Market,8223.6,1
7/10/2025,10/3/2025,Closed Lost,Mid Market,20000.64,1
7/10/2025,10/17/2025,Closed Lost,Mid Market,14896.2,1
7/10/2025,12/5/2025,Closed Lost,SMB,1220,1
7/10/2025,12/12/2025,Closed Lost,Large Market,855000,1
7/10/2025,Open,Solutioning,Indirect,1080,1
7/10/2025,Open,Solutioning,Mid Market,51300,1
7/11/2025,7/18/2025,Closed Won,Mid Market,6435.072,1
7/11/2025,8/22/2025,Closed Lost,Indirect,228426.4,2
7/11/2025,9/12/2025,Closed Lost,Mid Market,7568.64,1
7/11/2025,9/26/2025,Closed Lost,Mid Market,11931.12,1
7/11/2025,10/3/2025,Closed Lost,Indirect,48578.4,1
7/11/2025,10/3/2025,Closed Lost,Mid Market,13440,1
7/11/2025,11/7/2025,Closed Lost,Indirect,285000,1
7/11/2025,11/14/2025,Closed Lost,Mid Market,27026.4,2
7/11/2025,12/5/2025,Closed Lost,SMB,21482.76,4
7/14/2025,7/18/2025,Verbal,Indirect,2160,1
7/14/2025,8/15/2025,Closed Lost,Mid Market,13559.52,1
7/14/2025,8/29/2025,Closed Lost,Mid Market,39087.72,2
7/14/2025,9/19/2025,Closed Lost,Mid Market,19356.48,1
7/14/2025,10/10/2025,Closed Lost,Mid Market,14777.25,2
7/14/2025,10/17/2025,Closed Lost,Mid Market,5781.6,1
7/14/2025,10/24/2025,Closed Lost,Mid Market,18627.84,1
7/14/2025,11/14/2025,Closed Lost,Mid Market,23804.88,1
7/14/2025,12/5/2025,Closed Lost,SMB,5260,1
7/15/2025,8/22/2025,Closed Won,SMB,5840,1
7/15/2025,9/5/2025,Closed Lost,Mid Market,9432.96,1
7/15/2025,10/24/2025,Closed Lost,Mid Market,11172.48,1
7/15/2025,11/14/2025,Closed Lost,Mid Market,32147.16,4
7/15/2025,12/5/2025,Closed Lost,SMB,10520,2
7/15/2025,Open,Qualified,Indirect,31680,1
7/16/2025,7/18/2025,Closed Won,Indirect,4753.92,3
7/16/2025,7/18/2025,Closed Won,Mid Market,4140,1
7/16/2025,7/25/2025,Closed Won,Mid Market,6084,1
7/16/2025,7/25/2025,Closed Won,SMB,6600,1
7/16/2025,8/22/2025,Closed Lost,Indirect,38190,2
7/16/2025,8/29/2025,Closed Won,SMB,2580,1
7/16/2025,8/29/2025,Verbal,Indirect,27486,2
7/16/2025,9/19/2025,Closed Lost,Mid Market,3756.48,1
7/16/2025,10/3/2025,Closed Lost,Indirect,25536,2
7/16/2025,10/10/2025,Verbal,Mid Market,96456.912,1
7/16/2025,10/17/2025,Closed Lost,Mid Market,31752,1
7/16/2025,10/24/2025,Closed Lost,Mid Market,13689,1
7/16/2025,12/5/2025,Closed Lost,SMB,19060,3
7/17/2025,7/18/2025,Closed Won,Indirect,1471.68,1
7/17/2025,8/8/2025,Closed Lost,SMB,5788,1
7/17/2025,8/22/2025,Closed Lost,Mid Market,70200,1
7/17/2025,9/5/2025,Closed Lost,Mid Market,39102.96,1
7/17/2025,9/5/2025,Closed Won,Mid Market,8748,1
7/17/2025,9/12/2025,Closed Lost,Mid Market,62976,1
7/17/2025,9/12/2025,Closed Won,SMB,5260,1
7/17/2025,9/19/2025,Closed Lost,Mid Market,23945.4,2
7/17/2025,9/19/2025,Closed Won,Mid Market,9146.4,1
7/17/2025,9/26/2025,Closed Lost,Mid Market,11568,1
7/17/2025,10/3/2025,Closed Lost,Mid Market,15600,1
